Material_Name,Curie,Neel,Curie_Weiss,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity,Magnetic_Moment,Magnetization,Remanence,Susceptibility,DOI,Experimental
Dy0.2Sr0.8CoO2.63,350.0,,,Tetragonal,,"{'a': '7.6802 Å', 'b': '7.6802 Å', 'c': '15.378 Å'}",I4/mmm,3.95 kOe,1.1 μB/f.u,,0.028 μB/f.u,,10.1016/j.jallcom.2020.154629,True
Nd0.5Sr0.5MnO3,,155.0,,,,,,,,,,,10.1016/j.jallcom.2003.09.053,True
Nd0.5Ca0.5MnO3,,155.0,,,,,,,,,,,10.1016/j.jallcom.2003.09.053,True
Sm0.5Ca0.5MnO3,,155.0,,,,,,,,,,,10.1016/j.jallcom.2003.09.053,True
Dy0.5Ca0.5MnO3,,155.0,,,,,,,,,,,10.1016/j.jallcom.2003.09.053,True
Ho0.5Ca0.5MnO3,,155.0,,,,,,,,,,,10.1016/j.jallcom.2003.09.053,True
Dy0.5Gd4.5Si2Ge2,210.0,21.0,,Monoclinic,,"{'a': '1.4753 nm', 'b': '0.7547 nm', 'c': '0.7761 nm'}",P21/a,,,,,,10.1016/j.physb.2005.11.101,True
Gd5Si2Ge2,276.0,,,Monoclinic,,,P21/a,,,,,,10.1016/j.physb.2005.11.101,False
Dy5Si2Ge2,,56.0,,Orthorhombic,,,Pnma,,,,,,10.1016/j.physb.2005.11.101,False
DyCo2,138.0,,,Cubic C15 Laves phase,,{'a': '0.7198 nm'},Fd3m,,7.2 μB/f.u.,,,,10.1016/j.jallcom.2013.01.114,True
Dy0.9Ho0.1Co2,130.0,,,Cubic C15 Laves phase,,{'a': '0.7186 nm'},Fd3m,,7.1 μB/f.u.,,4.0 μB/f.u.,,10.1016/j.jallcom.2013.01.114,True
Dy0.8Ho0.2Co2,127.0,,,Cubic C15 Laves phase,,{'a': '0.7184 nm'},Fd3m,,6.8 μB/f.u.,,4.0 μB/f.u.,,10.1016/j.jallcom.2013.01.114,True
Dy0.7Ho0.3Co2,120.0,,,Cubic C15 Laves phase,,{'a': '0.7183 nm'},Fd3m,,7.0 μB/f.u.,,4.6 μB/f.u.,,10.1016/j.jallcom.2013.01.114,True
Dy0.6Ho0.4Co2,113.0,,,Cubic C15 Laves phase,,{'a': '0.7181 nm'},Fd3m,,7.1 μB/f.u.,,4.3 μB/f.u.,,10.1016/j.jallcom.2013.01.114,True
Dy0.5Ho0.5Co2,109.0,,,Cubic C15 Laves phase,,{'a': '0.7179 nm'},Fd3m,,6.8 μB/f.u.,,4.0 μB/f.u.,,10.1016/j.jallcom.2013.01.114,True
DyMnO3,,68.0,-20 K,Hexagonal,P63cm,"{'a': '6.1754', 'b': '6.1754', 'c': '11.4544'}",185,,,,,,10.1016/j.jssc.2014.05.017,True
Dy0.7Y0.3MnO3,,,-20 K,Hexagonal,P63cm,"{'a': '6.1644', 'b': '6.1644', 'c': '11.4304'}",185,,,,,,10.1016/j.jssc.2014.05.017,True
Dy0.5Y0.5MnO3,4.0,,-20 K,Hexagonal,P63cm,"{'a': '6.1556', 'b': '6.1556', 'c': '11.4204'}",185,,,,,,10.1016/j.jssc.2014.05.017,True
Dy0.3Y0.7MnO3,,,-20 K,Hexagonal,P63cm,"{'a': '6.1503', 'b': '6.1503', 'c': '11.4129'}",185,,,,,,10.1016/j.jssc.2014.05.017,True
YMnO3,,,-20 K,Hexagonal,P63cm,"{'a': '6.1405', 'b': '6.1405', 'c': '11.3846'}",185,,,,,,10.1016/j.jssc.2014.05.017,True
Dy0.8Gd0.2B2C2,,19.5,,Tetragonal,,,,,,,,,10.1016/j.physb.2005.01.273,True
DyB2C2,,15.3,,Tetragonal,,,,,,,,,10.1016/j.physb.2005.01.273,True
HoB2C2,,5.9,,Tetragonal,,,,,,,,,10.1016/j.physb.2005.01.273,True
TbB2C2,,21.7,,Tetragonal,,,,,,,,,10.1016/j.physb.2005.01.273,True
DyMnO3,,39.0,-18.8 K,Orthorhombic,Orthorhombic,"{'a': '0.5784 nm', 'b': '0.7388 nm', 'c': '0.5276 nm'}",Pnma,1520 Oe,11.66 μB,,0.174 μB/f.u.,,10.1016/j.jallcom.2016.11.373,True
Dy0.9Bi0.1MnO3,,39.0,-19.2 K,Orthorhombic,Orthorhombic,"{'a': '0.5788 nm', 'b': '0.7391 nm', 'c': '0.5277 nm'}",Pnma,1365 Oe,11.65 μB,,0.165 μB/f.u.,,10.1016/j.jallcom.2016.11.373,True
BiMnO3,105.0,,,Monoclinic,,,,,3.1 μB/Mn,,,,10.1016/j.jallcom.2016.11.373,False
Bi0.5Sr0.5MnO3,150.0,,,Orthorhombic,,,,,,,,,10.1016/j.jallcom.2016.11.373,False
Dy1.2Fe4Si9.8,,,-4.3 K,Hexagonal,Hexagonal,"{'a': '0.39415 nm', 'c': '1.52771 nm'}",P63/mmc (no. 194),,11.3 μB per formula unit (10.3 μB per Dy atom),,,,10.1016/j.jallcom.2007.04.262,True
Gd11Ni4In9,92.0,,,Orthorhombic,Layer-like,"{'a': '14.4524 Å', 'b': '21.7043 Å', 'c': '3.6351 Å'}",Cmmm,,7.91 μB,,,,10.1016/j.jallcom.2020.155863,True
Dy11Ni4In9,91.0,18.0,,Orthorhombic,Layer-like,"{'a': '14.3279 Å', 'b': '21.5149 Å', 'c': '3.6003 Å'}",Cmmm,,10.63 μB,,,,10.1016/j.jallcom.2020.155863,True
Ho11Ni4In9,13.5,,,Orthorhombic,Layer-like,"{'a': '14.2873 Å', 'b': '21.4688 Å', 'c': '3.5961 Å'}",Cmmm,,10.61 μB,,,,10.1016/j.jallcom.2020.155863,True
Tb15B4C14,145.0,,140.9 K,Tetragonal,,"{'a': '8.1251 Å', 'c': '15.861 Å'}",P4/mnc,1.95 T,6.4 μB,207 A m^2/kg,172 A m^2/kg,,10.1016/j.jssc.2010.07.046,True
Dy15B4C14,120.0,,121.4 K,Tetragonal,,"{'a': '8.0882 Å', 'c': '15.8846 Å'}",P4/mnc,3.15 T,6.5 μB,206 A m^2/kg,189 A m^2/kg,,10.1016/j.jssc.2010.07.046,True
Er15B4C14,50.0,,41.8 K,Tetragonal,,"{'a': '7.932 Å', 'c': '15.685 Å'}",P4/mnc,0.48 T,6.4 μB,197 A m^2/kg,93 A m^2/kg,,10.1016/j.jssc.2010.07.046,True
Dy3TaO7,,2.3,-11.2K,Weberite-type,Orthorhombic,,C2221,,10.33 μB,,,,10.1016/j.jssc.2014.04.029,True
Dy2.67Y0.33TaO7,,,-16.8K,Weberite-type,Orthorhombic,,C2221,,10.56 μB,,,,10.1016/j.jssc.2014.04.029,True
Dy2.34Y0.66TaO7,,,-12.8K,Weberite-type,Orthorhombic,,C2221,,10.55 μB,,,,10.1016/j.jssc.2014.04.029,True
Dy2YTaO7,,,-9.7K,Weberite-type,Orthorhombic,,C2221,,10.24 μB,,,,10.1016/j.jssc.2014.04.029,True
Dy2CdS4,273.67,,,Cubic Spinel,Cubic,{'a': '11.1463 Å'},,,19.99933 μB,,,,10.1016/j.jssc.2023.123846,False
Tm2CdS4,221.04,,,Cubic Spinel,Cubic,{'a': '11.0697 Å'},,,8.00012 μB,,,,10.1016/j.jssc.2023.123846,False
Tb2Co3Si5,,22.6,-22.1 K,Monoclinic,Lu2Co3Si5-type,"{'a': '10.743 Å', 'b': '11.435 Å', 'c': '5.497 Å'}",C 2/c,,8.15 μB,,,,10.1016/S0925-8388(99)00488-0,True
Dy2Co3Si5,,21.9,-10.5 K,Monoclinic,Lu2Co3Si5-type,"{'a': '10.725 Å', 'b': '11.410 Å', 'c': '5.474 Å'}",C 2/c,,9.8 μB,,,,10.1016/S0925-8388(99)00488-0,True
Pr2CoIn8,,,"{'a-axis': -5, 'c-axis': 18}",Tetragonal,,"{'a': 462.9, 'c': 1221.4}",P4/mmm,,,,,Temperature-independent Van Vleck paramagnetism observed at low temperatures,10.1016/j.physb.2014.03.031,True
Nd2CoIn8,,9.6,"{'a-axis': 13, 'c-axis': 8}",Tetragonal,,"{'a': 461.3, 'c': 1218.1}",P4/mmm,,5.0 μB/f.u. at 14 T,,,Weak anisotropy in paramagnetic region,10.1016/j.physb.2014.03.031,True
Dy2CoIn8,,16.7,"{'a-axis': -33, 'c-axis': -17}",Tetragonal,,"{'a': 455.6, 'c': 1201.5}",P4/mmm,,75% of the saturation value of two free Dy3+ ions at 14 T,,,Weak anisotropy in paramagnetic region,10.1016/j.physb.2014.03.031,True
Dy2CoMnO6,90.0,,93.0 K,Monoclinic,,"{'a': '5.2563 Å', 'b': '5.5898 Å', 'c': '7.4953 Å'}",P21/n,,5.1 μB,"12.74 μB/f.u at 5 K, 6 T",,,10.1016/j.jallcom.2021.162222,True
Dy2Cu2O5,,10.3,-15.6 K,,,"{'a': '10.83 Å', 'b': '3.512 Å', 'c': '12.45 Å'}",,,15.83 μB per formula unit,11.02 μB per formula unit at 3 K and 7 T,,,10.1016/j.jallcom.2015.10.289,True
Ho2Cu2O5,,13.5,-11.8 K,,,"{'a': '10.81 Å', 'b': '3.493 Å', 'c': '12.46 Å'}",,,15.62 μB per formula unit,11.1 μB per formula unit at 3 K and 7 T,,,10.1016/j.jallcom.2015.10.289,True
Gd2Cu3Sn6,,,-40.0 K,Sm2Cu4Sn5-type,Tetragonal,"{'a': '0.44141 nm', 'c': '2.4950 nm'}",I4mm,,7.47 μB,,,,10.1016/j.jallcom.2011.02.055,True
Tb2Cu3.5Sn5.5,,12.0,-23.4 K,Sm2Cu4Sn5-type,Tetragonal,"{'a': '0.44044 nm', 'c': '2.4854 nm'}",I4mm,,9.58 μB,,,,10.1016/j.jallcom.2011.02.055,True
Dy2Cu3.5Sn5.5,,4.0,-24.5 K,Sm2Cu4Sn5-type,Tetragonal,"{'a': '0.43945 nm', 'c': '2.4759 nm'}",I4mm,,10.54 μB,,,,10.1016/j.jallcom.2011.02.055,True
Gd2CuGe6,,,-43 K,Ce2CuGe6 type,,,Amm2,,7.3 μB,,,,10.1016/S0925-8388(00)01093-8,True
Tb2CuGe6,,,-20 K,Ce2CuGe6 type,,,Amm2,,10.2 μB,,,,10.1016/S0925-8388(00)01093-8,True
Dy2CuGe6,,,-12 K,Ce2CuGe6 type,,,Amm2,,10.5 μB,,,,10.1016/S0925-8388(00)01093-8,True
Ho2CuGe6,,,-2 K,Ce2CuGe6 type,,,Amm2,,10.6 μB,,,,10.1016/S0925-8388(00)01093-8,True
Er2CuGe6,,,1 K,Ce2CuGe6 type,,,Amm2,,9.3 μB,,,,10.1016/S0925-8388(00)01093-8,True
Yb2CuGe6,,,-202 K,Ce2CuGe6 type,,,Amm2,,4.1 μB,,,,10.1016/S0925-8388(00)01093-8,True
Dy2CuSi3,9.6,,3.3 K,Hexagonal,,,P6/mmm,,10.74 μB/Dy atom,,,,10.1016/j.jallcom.2017.01.285,True
Ho2CuSi3,6.3,,5.7 K,Hexagonal,,,P6/mmm,,10.82 μB/Ho atom,,,,10.1016/j.jallcom.2017.01.285,True
TmZnAl,,2.8,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
TmAgAl,,3.3,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
ErMn2Si2,,4.5,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
HoNi2B2C,,6.5,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
HoCuSi,,7.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
HoAgGa,,7.2,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
ErAl,,9.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
DyCuSi,,10.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
Eu8Ga16Ge30,,11.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
ErAgAl,,14.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
GdCuSi,,14.2,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
PrCo2B2,,16.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
HoPdIn,,23.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
GdCo2B2,,25.0,,,,,,,,,,,10.1016/j.jallcom.2017.01.285,False
Dy2Fe14Si3,500.0,,,Hexagonal,Th2Ni17 type,"{'a': '840.8 pm', 'c': '826.8 pm'}",,,8 μB per formula unit,,,,10.1016/j.jallcom.2020.155335,True
Dy2Fe17,370.0,,,Hexagonal,Th2Ni17 type,"{'a': '8.460 Å', 'c': '8.325 Å'}",P 63/mmc,,,74 emu/g at 4.2 K,,,10.1016/j.jallcom.2005.03.101,True
Dy2Fe17H3,518.0,,,Hexagonal,Th2Ni17 type,"{'a': '8.546 Å', 'c': '8.343 Å'}",P 63/mmc,,,74.7 emu/g at 4.2 K,,,10.1016/j.jallcom.2005.03.101,True
Dy2Fe17,375.0,,,Hexagonal,Th2Ni17-like,"{'a': '8.461 Å', 'c': '8.306 Å'}",P63/mmc,,,16.5 μB/f.u.,,,10.1016/j.jallcom.2014.12.030,True
Dy2Fe17H1.0,429.0,,,Hexagonal,Th2Ni17-like,"{'a': '8.491 Å', 'c': '8.308 Å'}",P63/mmc,,,16.3 μB/f.u.,,,10.1016/j.jallcom.2014.12.030,True
Dy2Fe17H2.0,477.0,,,Hexagonal,Th2Ni17-like,"{'a': '8.517 Å', 'c': '8.309 Å'}",P63/mmc,,,15.9 μB/f.u.,,,10.1016/j.jallcom.2014.12.030,True
Dy2Fe17H3.0,514.0,,,Hexagonal,Th2Ni17-like,"{'a': '8.543 Å', 'c': '8.318 Å'}",P63/mmc,,,15.6 μB/f.u.,,,10.1016/j.jallcom.2014.12.030,True
Dy2Fe17H3.8,518.0,,,Hexagonal,Th2Ni17-like,"{'a': '8.562 Å', 'c': '8.343 Å'}",P63/mmc,,,16.3 μB/f.u.,,,10.1016/j.jallcom.2014.12.030,True
Dy2FeSbO7,,,+2.42 K,Cubic,Pyrochlore,{'a': '10.1777 Å'},Fd-3m,0.008 T,5.67 μB/DyFe0.5,,0.16 μB/f.u.,,10.1016/j.jallcom.2017.04.160,True
Dy2Ti2O7,,,+1.1 K,Cubic,Pyrochlore,,Fd-3m,,9.596 μB/ion,,,,10.1016/j.jallcom.2017.04.160,False
Dy2Sn2O7,,,+1.69 K,Cubic,Pyrochlore,,Fd-3m,,10.175 μB/ion,,,,10.1016/j.jallcom.2017.04.160,False
Dy2Ge2O7,,,-4.4 K,Cubic,Pyrochlore,,Fd-3m,,10.5 μB/ion,,,,10.1016/j.jallcom.2017.04.160,False
Dy2GaSbO7,,,-2.05 K,Cubic,Pyrochlore,,Fd-3m,,10.29 μB/ion,,,,10.1016/j.jallcom.2017.04.160,False
Dy2Nb2O7,,,-0.27 K,Cubic,Pyrochlore,,Fd-3m,,10.75 μB/ion,,,,10.1016/j.jallcom.2017.04.160,False
Dy2Ru2O7,,,+1.8 K,Cubic,Pyrochlore,,Fd-3m,,10 μB/ion,,,,10.1016/j.jallcom.2017.04.160,False
Dy2Mn3Si5,76.0,32.0,,Sc2Fe3Si5-type,Tetragonal,"{'a': '1.0609(1) nm', 'c': '0.5439(1) nm'}",P4/mnc,,,,,,10.1016/S0925-8388(01)01363-9,True
Ho2Mn3Si5,67.0,19.0,,Sc2Fe3Si5-type,Tetragonal,"{'a': '1.0595(2) nm', 'c': '0.5423(1) nm'}",P4/mnc,,,,,,10.1016/S0925-8388(01)01363-9,True
Er2Mn3Si5,55.0,,,Sc2Fe3Si5-type,Tetragonal,"{'a': '1.0575(1) nm', 'c': '0.5406(1) nm'}",P4/mnc,,,,,,10.1016/S0925-8388(01)01363-9,True
Gd2Mo2O7,78.0,,,Face-centered cubic,,,Fd3m,,,,,,10.1016/S0921-4526(99)02709-X,True
Sm2Mo2O7,83.0,,,Face-centered cubic,,,Fd3m,,,,,,10.1016/S0921-4526(99)02709-X,True
Nd2Mo2O7,98.0,,,Face-centered cubic,,,Fd3m,,,,,,10.1016/S0921-4526(99)02709-X,True
Dy2Ni1.5Ga2.5,16.1,,14.3 K,CaIn2-type,Hexagonal,"{'a': '8.6598 Å', 'c': '7.0445 Å'}",P63/mmc,,10.51 μB,,,,10.1016/j.jallcom.2020.154666,True
Ho2Ni1.5Ga2.5,10.6,,13.1 K,CaIn2-type,Hexagonal,"{'a': '6.6481 Å', 'c': '7.0096 Å'}",P63/mmc,,10.32 μB,,,,10.1016/j.jallcom.2020.154666,True
Er2Ni1.5Ga2.5,4.1,,7.2 K,CaIn2-type,Hexagonal,"{'a': '8.6265 Å', 'c': '6.9532 Å'}",P63/mmc,,9.43 μB,,,,10.1016/j.jallcom.2020.154666,True
Tm2Ni1.5Ga2.5,2.0,,4.8 K,CaIn2-type,Hexagonal,"{'a': '8.6119 Å', 'c': '6.9210 Å'}",P63/mmc,,7.52 μB,,,,10.1016/j.jallcom.2020.154666,True
HoAgGa,7.2,,,,,,,,,,,,10.1016/j.jallcom.2020.154666,False
GdCo2B2C,17.2,,,,,,,,,,,,10.1016/j.jallcom.2020.154666,False
Ho2CoGa3,10.0,,,,,,,,,,,,10.1016/j.jallcom.2020.154666,False
Tm2Co2Ga,11.5,,,,,,,,,,,,10.1016/j.jallcom.2020.154666,False
Ho2Ni2Ga,12.5,,,,,,,,,,,,10.1016/j.jallcom.2020.154666,False
Er2Ni2Ga,7.1,,,,,,,,,,,,10.1016/j.jallcom.2020.154666,False
Gd2Ni2.35Si0.65,66.0,,68 K,Mo2NiB2-type,Orthorhombic,"{'a': '0.41157 nm', 'b': '0.52228 nm', 'c': '0.84703 nm'}","Immm, No. 71",,8.1 μB,7.0 μB,,,10.1016/j.jssc.2015.01.017,True
Tb2Ni2.35Si0.65,,52.0,37 K,Mo2NiB2-type,Orthorhombic,"{'a': '0.40992 nm', 'b': '0.52053 nm', 'c': '0.84028 nm'}","Immm, No. 71",13.9 kOe,10.0 μB,5.8 μB,2.6 μB,,10.1016/j.jssc.2015.01.017,True
Dy2Ni2.5Si0.5,42.0,,32 K,La2Ni3-type,Orthorhombic,,"Cmce, No. 64",1.8 kOe,10.7 μB,8.1 μB,3.0 μB,,10.1016/j.jssc.2015.01.017,True
Nd2Ni2Sn,19.5,,,Orthorhombic,W2CoB2-type,"{'a': '4.3481 Å', 'b': '5.6565 Å', 'c': '8.4549 Å'}",Immm,,2.18 μB,,,,10.1016/S0925-8388(98)00756-7,True
Dy2Ni2Sn,,49.4,,Orthorhombic,W2CoB2-type,"{'a': '4.288 Å', 'b': '5.691 Å', 'c': '8.310 Å'}",Immm,,7.00 μB,,,,10.1016/S0925-8388(98)00756-7,True
Dy2NiMnO6,101.0,,38.0 K,Monoclinic,P21/n,"{'a': '5.2164 Å', 'b': '5.5175 Å', 'c': '7.4731 Å'}",P21/n,,11.37 μB/f.u.,,,,10.1016/j.jallcom.2017.08.073,True
Ho2NiMnO6,93.0,,31.1 K,Monoclinic,P21/n,"{'a': '5.2094 Å', 'b': '5.5184 Å', 'c': '7.4660 Å'}",P21/n,,11.34 μB/f.u.,,,,10.1016/j.jallcom.2017.08.073,True
Er2NiMnO6,84.0,,24.5 K,Monoclinic,P21/n,"{'a': '5.1852 Å', 'b': '5.5152 Å', 'c': '7.4402 Å'}",P21/n,,11.21 μB/f.u.,,,,10.1016/j.jallcom.2017.08.073,True
Pr2NiMnO6,215.0,,,,,,,,,,,,10.1016/j.jallcom.2017.08.073,False
Tb2NiMnO6,113.0,,,,,,,,,,,,10.1016/j.jallcom.2017.08.073,False
Nd2NiMnO6,191.0,,,,,,,,,,,,10.1016/j.jallcom.2017.08.073,False
Gd2NiMnO6,22.5,,,,,,,,,,,,10.1016/j.jallcom.2017.08.073,False
Dy2PdGe6,,25.0,-18.6 K,Orthorhombic,Yb2CuGe6-type,"{'a': '0.81361 nm', 'b': '0.80202 nm', 'c': '2.1447 nm'}",Cmca,,10.62 μB,,,,10.1016/j.jallcom.2012.01.036,True
Dy2NiGe6,,25.0,,,,,,,,,,,10.1016/j.jallcom.2012.01.036,False
Dy2CuGe6,,22.0,,,,,,,,,,,10.1016/j.jallcom.2012.01.036,False
Gd2ZnMnO6,,6.4,0.09 K,Orthorhombic,Double Perovskite,"{'a': '5.31719 Å', 'b': '5.59537 Å', 'c': '9.26381 Å'}",P121/C1,,11.7 μB/f.u.,15.69 μB/f.u.,,,10.1016/j.actamat.2020.05.036,True
Dy2ZnMnO6,,10.4,-10.10 K,Orthorhombic,Double Perovskite,"{'a': '5.27871 Å', 'b': '5.60085 Å', 'c': '9.20711 Å'}",P121/C1,,10.87 μB/f.u.,12.41 μB/f.u.,,,10.1016/j.actamat.2020.05.036,True
Ho2ZnMnO6,,6.8,-7.99 K,Orthorhombic,Double Perovskite,"{'a': '5.25279 Å', 'b': '5.60056 Å', 'c': '9.17292 Å'}",P121/C1,,11.682 μB/f.u.,13.28 μB/f.u.,,,10.1016/j.actamat.2020.05.036,True
Ho2CrMnO6,,6.1,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Er2CrMnO6,,5.2,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Dy2NiMnO6,,6.0,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Ho2NiMnO6,,5.5,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Dy2CoMnO6,,8.5,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Er2CoMnO6,,7.5,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Gd2FeCoO6,,4.9,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Er2FeCoO6,,2.7,,,,,,,,,,,10.1016/j.actamat.2020.05.036,False
Dy36Ho20Al24Co20,23.0,,,Amorphous,,,,,,,,,10.1016/j.jallcom.2007.09.041,True
Dy3Co2.2Si1.8,73.0,,49.8 K,Orthorhombic,,"{'a': '0.40790 nm', 'b': '1.0162 nm', 'c': '1.2672 nm'}",Cmcm,7.5 kOe,19.18 μB/f.u.,18.04 μB/f.u. at 5 K and 50 kOe,,,10.1016/j.jssc.2012.04.023,True
Tb3Co2.2Si1.8,125.0,,115.2 K,Orthorhombic,,"{'a': '0.40928 nm', 'b': '1.0231 nm', 'c': '1.2701 nm'}",Cmcm,,16.79 μB/f.u.,,,,10.1016/j.jssc.2012.04.023,True
Ho3Co2.2Si1.8,50.0,,21.9 K,Orthorhombic,,"{'a': '0.40697 nm', 'b': '1.01509 nm', 'c': '1.26354 nm'}",Cmcm,,18.90 μB/f.u.,,,,10.1016/j.jssc.2012.04.023,True
Er3Co2.2Si1.8,28.0,,9.0 K,Orthorhombic,,"{'a': '0.40527 nm', 'b': '1.01095 nm', 'c': '1.25980 nm'}",Cmcm,,17.65 μB/f.u.,,,,10.1016/j.jssc.2012.04.023,True
Tm3Co2.2Si1.8,13.0,,,Orthorhombic,,"{'a': '0.40369 nm', 'b': '1.00672 nm', 'c': '1.2573 nm'}",Cmcm,,,,,,10.1016/j.jssc.2012.04.023,True
Tb3CoNi,96.0,,,Rhombohedral,hR45,"{'a': '8.6062 Å', 'c': '15.679 Å'}",R-3h,,,,,,10.1016/j.jallcom.2021.158948,True
Dy3CoNi,52.0,,,Rhombohedral,hR45,"{'a': '8.5638 Å', 'c': '15.618 Å'}",R-3h,,,,,,10.1016/j.jallcom.2021.158948,True
Ho3CoNi,25.0,,,Rhombohedral,hR45,"{'a': '8.5268 Å', 'c': '15.563 Å'}",R-3h,,,,,,10.1016/j.jallcom.2021.158948,True
Er3CoNi,15.0,,,Rhombohedral,hR45,"{'a': '8.4840 Å', 'c': '15.561 Å'}",R-3h,,,,,,10.1016/j.jallcom.2021.158948,True
Tm3CoNi,6.0,,,Rhombohedral,hR45,"{'a': '8.4500 Å', 'c': '15.453 Å'}",R-3h,,,,,,10.1016/j.jallcom.2021.158948,True
Tb3Cu4Si4,,50.0,-20.0 K,Orthorhombic,,,Immm,2.0 kOe,9.76 μB,,9.72 μB,,10.1016/j.jallcom.2006.10.171,True
Tb3Cu4Ge4,,22.5,-15.2 K,Orthorhombic,,,Immm,2.1 kOe,9.5 μB,,,,10.1016/j.jallcom.2006.10.171,True
Tb3Cu4Sn4,,16.1,-34.0 K,Orthorhombic,,,Immm,1.7 kOe,9.5 μB,,,,10.1016/j.jallcom.2006.10.171,True
Dy3Cu4Si4,,30.0,-2.0 K,Orthorhombic,,,Immm,4.5 kOe,10.8 μB,,10.65 μB,,10.1016/j.jallcom.2006.10.171,True
Dy3Cu4Ge4,,16.2,-13.3 K,Orthorhombic,,,Immm,5.5 kOe,10.9 μB,,,,10.1016/j.jallcom.2006.10.171,True
Dy3Cu4Sn4,,12.9,-19.8 K,Orthorhombic,,,Immm,2.4 kOe,10.4 μB,,,,10.1016/j.jallcom.2006.10.171,True
Ho3Cu4Si4,,17.0,-4.5 K,Orthorhombic,,,Immm,5.9 kOe,10.5 μB,,10.61 μB,,10.1016/j.jallcom.2006.10.171,True
Ho3Cu4Ge4,,9.5,-6.2 K,Orthorhombic,,,Immm,6.0 kOe,10.1 μB,,,,10.1016/j.jallcom.2006.10.171,True
Ho3Cu4Sn4,,7.6,-8.4 K,Orthorhombic,,,Immm,5.8 kOe,10.1 μB,,,,10.1016/j.jallcom.2006.10.171,True
Er3Cu4Si4,,14.0,-3.6 K,Orthorhombic,,,Immm,5.1 kOe,9.1 μB,,9.58 μB,,10.1016/j.jallcom.2006.10.171,True
Er3Cu4Ge4,,7.5,-6.1 K,Orthorhombic,,,Immm,5.3 kOe,9.2 μB,,,,10.1016/j.jallcom.2006.10.171,True
Er3Cu4Sn4,,5.5,-4.2 K,Orthorhombic,,,Immm,5.5 kOe,9.3 μB,,,,10.1016/j.jallcom.2006.10.171,True
Tb3Ge5,,23.0,-34 K,Hexagonal,AlB2 type superstructure,"{'a': '6.861(2) Å', 'c': '8.339(6) Å'}",P6̄2c,,9.63 μB,,,,10.1016/j.jallcom.2008.10.046,True
Dy3Ge5,,9.0,-27 K,Hexagonal,AlB2 type superstructure,"{'a': '6.8387(10) Å', 'c': '8.293(2) Å'}",P6̄2c,,10.47 μB,,,,10.1016/j.jallcom.2008.10.046,True
Y3Mn0.5GeS7,,,6.2 K,Hexagonal,hP23,"{'a': '9.7960 Å', 'c': '5.7484 Å'}",P63,,5.09 μB per Mn atom,,,,10.1016/j.jallcom.2014.04.222,True
Pr3Mn0.5GeS7,,,-31.1 K,Hexagonal,hP23,"{'a': '10.1884 Å', 'c': '5.7628 Å'}",P63,,,,,,10.1016/j.jallcom.2014.04.222,True
Dy3Mn0.5GeS7,,5.5,-4.8 K,Hexagonal,hP23,"{'a': '9.8168 Å', 'c': '5.7409 Å'}",P63,,,,,,10.1016/j.jallcom.2014.04.222,True
Dy3Ni6Al2,26.0,10.0,,Cubic,Ca3Ag8-type,{'a': '8.9359 Å'},Im3̅m,,10.2 μB,,,,10.1016/j.jallcom.2021.160468,True
Ho3Ni6Al2,14.5,,,Cubic,Ca3Ag8-type,{'a': '8.9166 Å'},Im3̅m,,10.7 μB,,,,10.1016/j.jallcom.2021.160468,True
Er3Ni6Al2,2.4,,,Cubic,Ca3Ag8-type,{'a': '8.8763 Å'},Im3̅m,,10.0 μB,,,,10.1016/j.jallcom.2021.160468,True
Gd3Ni6Al2,104.5,,,Cubic,Ca3Ag8-type,,Im3̅m,,,,,,10.1016/j.jallcom.2021.160468,False
Tb3Ni6Al2,57.3,,,Cubic,Ca3Ag8-type,,Im3̅m,,,,,,10.1016/j.jallcom.2021.160468,False
ErNiAl2,5.1,,,,,,,,,,,,10.1016/j.jallcom.2021.160468,False
Gd0.1Er0.9Ga,20.6,49.0,,,,,,,,,,,10.1016/j.jallcom.2021.160468,False
HoFeSi,29.0,,,,,,,,,,,,10.1016/j.jallcom.2021.160468,False
