composition,Tc_exp
Fe0.076Ni0.835W0.089,300.0
Fe0.07Si0.93,26.0
Fe0.08Bi1.92Te3,12.0
Fe0.08Co0.7Si0.11B0.11,738.0
Fe0.08Co0.9Ni0.83,858.0
Fe0.08Sn0.92S1,300.0
Fe0.118Ni0.81W0.072,515.0
Fe0.141Ni0.794W0.065,530.0
Fe0.14Co2.86Sn2S2,156.0
Fe0.14Ge0.86Te1,160.0
Fe0.15Ni0.85,804.0
Fe0.17Ni0.83,828.0
Fe0.181Ni0.789W0.03,775.0
Fe0.1Co2.9B1,825.0
Fe0.1Ge0.9Te1,160.0
Fe0.1Ni0.9,760.0
Fe0.1Sn0.9O2,464.0
Fe0.1Sn0.9S1,300.0
Fe0.25Co0.75Pt1,850.0
Fe0.25Co0.75S2,140.7
Fe0.25Ge0.75Te1,160.0
Fe0.28Co0.72,1173.15
Fe0.2Co2.8B1,883.0
Fe0.2Ni0.8,863.15
Fe0.32Co2.68Sn2S2,136.0
Fe0.35Co0.65Si1,6.1
Fe0.39Co2.61Sn2S2,121.0
Fe0.3Co0.7Si1,2.6
Fe0.3Co2.7B1,874.0
Fe0.45Co0.55Si1,28.5
Fe0.47Ge0.53,230.0
Fe0.4Co0.3Si0.3,972.0
Fe0.4Co0.4B0.2,800.0
Fe0.4Co0.6Si1,10.8
Fe0.4Co1.6P1,140.0
Fe0.4Ni0.35B0.25,637.0
Fe0.4Ni0.4B0.2,662.0
Fe0.54Co2.46O4,155.0
Fe0.5Au0.5,174.0
Fe0.5B0.5,1020.15
Fe0.5Co0.5Pt1,850.0
Fe0.5Co0.5Si1,40.0
Fe0.5Co1Rh1.5O4,160.0
Fe0.5Co2.5Sn2S2,101.0
Fe0.5Ni0.5,550.0
Fe0.5Pd0.5,32.5
Fe0.5Pt0.5,382.0
Fe0.635Ni0.365,560.0
Fe0.65Ni0.35,530.0
Fe0.6B0.4,1058.15
Fe0.6Co1.4P1,286.0
Fe0.6Co2.4B1,883.0
Fe0.74P0.26,580.0
Fe0.75B0.17W0.05,450.0
Fe0.75Co0.25Pt1,850.0
Fe0.78Si0.09B0.13,710.0
Fe0.7B0.3,1065.15
Fe0.7Co0.3Si1,52.0
Fe0.7Cu0.3,505.0
Fe0.7Si0.3,690.0
Fe0.82B0.18,617.0
Fe0.85Ge0.15,800.0
Fe0.86B0.14,556.0
Fe0.86Se1,443.0
Fe0.89Se1,320.0
Fe0.8B0.2,857.075
Fe0.8Co0.075P0.125,586.0
Fe0.8Co0.2Si1,28.0
Fe0.8Co1.2P1,407.0
Fe0.91B0.09,944.0
Fe0.95Co0.05Ge1,274.2
Fe0.975Ni0.025P1,313.0
Fe0.98C0.02,1000.0
Fe0.98Co0.02Si2,1094.15
Fe0.9B0.1,1066.15
Fe0.9Co0.1Ge1,269.4
Fe0.9Co0.1Si1,24.0
Fe0.9Co2.1B1,923.0
Fe0.9Si1Rh0.1,13.0
Fe0.9Si1Ru0.1,14.0
Fe1.05Sb0.02Te0.49Se0.49,8.0
Fe1.24Co0.76P1,459.0
Fe1.2Co0.1Si0.4P0.6,370.893374987114
Fe1.2Co0.2Si0.4P0.6,416.110735111537
Fe1.2Co0.4Si0.4P0.6,470.59621082072
Fe1.2Co0.8P1,453.0
Fe1.2Cu1.4Ge0.4O4,543.0
Fe1.2Si0.4P0.6,344.601293538136
Fe1.333P1Rh0.666,290.0
Fe1.3Co0.7P2,230.0
Fe1.4Co0.6P1,450.0
Fe1.4Co1.6Si1,1058.0
Fe1.5Co0.5P2,450.0
Fe1.5Co1.5Si1,1069.0
Fe1.5Co1Ni0.5O4,400.0
Fe1.5Co3.5B2P1,152.0
Fe1.6Co1.4Si1,1059.0
Fe1.6Ge1,427.0
Fe1.75Co0.2Si0.2P0.8,480.0
Fe1.75Ge1,510.0
Fe1.7Co0.3P2,480.0
Fe1.7Co1Ni0.3O4,400.0
Fe1.8Co0.1Si0.2P0.8,499.536325293915
Fe1.8Co0.2B0.12P0.88,412.0
Fe1.8Co0.2Si0.2P0.8,571.5675073618725
Fe1.8Co0.3Si0.2P0.8,508.625604525142
Fe1.8Co0.4Si0.2P0.8,495.187778171208
Fe1.8Co0.5Si0.2P0.8,513.91853309369
Fe1.8Co0.6Si0.2P0.8,498.588806368188
Fe1.8Co0.7Si0.2P0.8,498.403695054883
Fe1.8Co1.2Si1,1052.0
Fe1.8Cu1.1Ge0.1O4,688.0
Fe1.8Si0.2P0.8,516.757952390984
Fe1.94Cu0.06P1,265.0
Fe1.97Co0.03P2,280.0
Fe1.9Co0.1P2,415.0
Fe1.9Co0.2Si0.1P0.9,637.45994110502
Fe1.9Co0.3Si0.1P0.9,603.214348143732
Fe1.9Co0.4Si0.1P0.9,584.113370594642
Fe1.9Co0.5Si0.1P0.9,582.026946470111
Fe1.9Co0.6Si0.1P0.9,587.514398791622
Fe1.9Co0.8Si0.1P0.9,543.621055179307
Fe1.9Co0.9Si0.1P0.9,516.943063704288
Fe1.9Co1Si0.1P0.9,507.289038093488
Fe10.7Ni83.4Mo5.9,470.0
Fe10As3P2,470.0
Fe10AsP4,411.0
Fe10BP4,512.0
Fe10Co2B3Pt5,760.0
Fe11.25Pb1O19,673.15
Fe11.5Pb1O19,663.15
Fe11.75Pb1O19,688.15
Fe118Ni59Ge41O400,610.0
Fe11Au39,220.0
Fe11Mo9,44.5
Fe11PbO19,683.15
Fe11Pt9,575.0
Fe11S12,483.0
Fe11Si4Ni5,650.0
Fe12.1Ge87.9,350.0
Fe12.9Ni80.4Mo6.7,495.0
Fe12B3Pt5,812.5
Fe12B5Pt3,740.0
Fe12Co3P5,670.0
Fe12PbO19,703.15
Fe12Pt13,773.15
Fe13Au87,40.0
Fe13B5Pt7,660.0
Fe13Co13(B5Pt7)2,660.0
Fe13Co7,1241.575
Fe13Ni12,761.15
Fe13Ni13Pt24,400.0
Fe13Ni7,508.075
Fe13Pd987,55.0
Fe13Sn10,676.0
Fe14.5Ge85.5,350.0
Fe14Cu13Ge3O40,700.0
Fe14Ni7Ge3O40,680.0
Fe14Pt11,685.0
Fe14SiC5,605.0
Fe15B4P,806.0
Fe15Ni25B3P7,434.0
Fe15P3C2,607.75
Fe15Si2Ni65B18,307.6
Fe15Si4B,848.15
Fe15SnB4,714.0
Fe16.7Ni81Mo2.3,720.0
Fe16Ni79Mo5,618.15
Fe16Ni9,357.5
Fe16SiGeB2,600.0
Fe16SnB3,666.0
Fe17Au83,148.0
Fe17B2P,552.0
Fe17B3,558.15
Fe17Co3P10,423.0
Fe17Co9(B5Pt7)2,660.0
Fe17Ni12SbO40,820.0
Fe1813Co187,1124.0
Fe1881Co119,1105.0
Fe18Cu11GeO40,709.0
Fe18Pt7,500.0
Fe191P100,223.0
Fe19Co,1093.0
Fe19NiP10,343.0
Fe1Co1Cu0.2Si0.2Ni1,887.0
Fe1Co2Si0.5Ge0.5,963.0
Fe1Co2Si0.5Sn0.5,1046.0
Fe1Co2Si0.75Ge0.25,990.0
Fe1N0.333,575.0
Fe1Si0.05Ge0.95,250.0
Fe1Si0.25Ge0.75Ru2,420.0
Fe1Si0.5Ge0.5Ru2,389.0
Fe1Si0.75Ge0.25Ru2,354.0
Fe1Si3.8,1013.15
Fe2.18Co0.82O4,793.0
Fe2.28N1,50.0
Fe2.2Co0.8O4,803.0
Fe2.41Co0.59O4,793.0
Fe2.46N1,90.0
Fe2.584Co0.416O4,639.0
Fe2.5Co2.5B2P1,278.0
Fe2.5Co2.5Si1B2,438.0
Fe2.62Co0.38O4,793.0
Fe2.64N1,170.0
Fe2.69Ge1Te2,140.0
Fe2.78Ge1Te2,154.0
Fe2.7Co0.3O4,849.0
Fe2.802Co0.198O4,660.0
Fe2.82N1,320.0
Fe2.87Ge1Te2,203.0
Fe2.92Ge1Te2,220.0
Fe2.94B1Mo0.06,780.0
Fe2.95N1,300.0
Fe2.95Ni0.05C1,493.15
Fe2.96Ge1Te2,226.0
Fe2.97Ge1Te2,232.0
Fe2.9Co0.1O4,857.0
Fe20As3P7,443.0
Fe20AsP9,358.0
Fe20BP9,391.0
Fe20Co23Ni7,1033.0
Fe20Ni20B3P7,532.7
Fe20SiBP3,753.0
Fe20SiP9,370.0
Fe21(MoC3)2,492.0
Fe21(WC3)2,1006.0
Fe21Co4,1203.0
Fe21Co5(B5Pt7)2,660.0
Fe21Pt29,575.5
Fe23(BC)3,742.0
Fe23B6,698.0
Fe23P2,867.0
Fe24Co16B3P7,720.0
Fe25.7Ge1,35.0
Fe25Ni15B3P7,593.0
Fe25Ni2Pd23,744.15
Fe25Ni4Pd21,755.15
Fe28.75Co28.75Ni17.5Ge8B17,703.15
Fe28.75Co28.75Si8Ni17.5B17,693.15
Fe28Co28Si13Ni19B12,627.0
Fe2As0.1P0.9,358.0
Fe2As0.2P0.8,411.0
Fe2As0.3P0.7,443.0
Fe2As0.6P0.4,470.0
Fe2B,1015.075
Fe2B0.04P0.96,350.0
Fe2B0.08P0.92,450.0
Fe2C,663.075
Fe2C0.15928N0.72072,349.0
Fe2C0.20412N0.63588,431.0
Fe2C0.2622N0.6578,336.0
Fe2C0.27048N0.64952,340.0
Fe2Co,1260.15
Fe2Co0.075Ni0.925O4,871.0
Fe2Co0.2Ni0.8O4,850.575
Fe2Co0.4Ni0.6O4,841.075
Fe2Co0.5Cu0.5O4,598.0
Fe2Co0.5Ni0.5O4,858.0
Fe2Co0.5Sn0.5O4,800.0
Fe2Co0.6Ni0.4O4,832.575
Fe2Co0.75Cu0.25O4,588.15
Fe2Co0.7Ni0.3O4,831.0
Fe2Co0.8Ni0.2O4,817.575
Fe2Co0.97Ni0.03O4,786.0
Fe2Co0.9Ni0.1O4,525.0
Fe2Co1Si0.75B0.25,1039.0
Fe2Co1Si0.85B0.15,1031.0
Fe2Co1Si0.8B0.2,1036.0
Fe2Co1Si0.95B0.05,1024.0
Fe2Co1Si0.9B0.1,1030.0
Fe2Co2B,800.0
Fe2Co3,1272.075
Fe2Co33Si8B6Mo,483.0
Fe2Co3B2P,209.0
Fe2CoCO5F,793.0
Fe2CoGe,912.5
Fe2CoN,488.0
Fe2CoO4,790.075
Fe2CoSe4,88.0
Fe2CoSi,1023.0
Fe2Cu0.1Ni0.9O4,863.15
Fe2Cu0.3Ni0.7O4,843.15
Fe2Cu0.5Ni0.5O4,818.075
Fe2CuO4,688.0
Fe2Ge,478.0
Fe2GeO4,11.0
Fe2GeTe4,149.9
Fe2Mo,299.0
Fe2MoO4,347.5
Fe2N,8.0
Fe2N0.72,480.0
Fe2N0.91,222.0
Fe2Ni0.5Sn0.5O4,830.0
Fe2Ni2B,598.5
Fe2Ni2N,441.0
Fe2Ni3,848.15
Fe2NiGe,701.25
Fe2NiNO5F,858.0
Fe2NiO4,853.0
Fe2NiP,430.0
Fe2NiSe4,120.0
Fe2O3,958.325
Fe2P,217.0
Fe2Pt3,256.0
Fe2Si,540.0
Fe2Si0.1P0.9,370.0
Fe2SiNi,755.0
Fe2SiRu,767.0
Fe2SnSe4,301.4
Fe2Te3,10.0
Fe3(SiO2)2,500.0
Fe3.3Ni83.2Mo13.5,45.0
Fe3.5Co1.5B2P1,400.0
Fe3.5Co1.5Si1B2,667.0
Fe3.5Co64.3Si16.5B11W4.7,475.15
Fe3.5Co65.9Si16.5B11W3.1,513.15
Fe3.83Co66.94Si14.59Ni1.44B11.51Mo1.69,616.825
Fe3.9Co68.6Si12B12.5Mo3,567.15
Fe30.5Ge1,340.0
Fe30B3P7,758.0
Fe30Ni10B3P7,619.0
Fe31Ge19,430.0
Fe31Pt19,460.0
Fe32P5C3,586.0
Fe33Cu67,312.0
Fe33Ni17,500.0
Fe34CuPd15,568.0
Fe35.9Ge64.1,350.0
Fe35Co35Si11B19,670.0
Fe35Si2Ni6B7,669.15
Fe35Si7C8,780.0
Fe36.75Co36.75Cu1Si13.5B9Mo3,728.15
Fe36Co13Ni51,898.0
Fe37Ge63,273.0
Fe37Si2Ni4B7,700.15
Fe38Cu21GeO80,719.0
Fe39Co39(Si4B7)2,785.0
Fe39Si2Ni2B7,681.15
Fe39Si5B6,691.15
Fe39Si6B5,723.15
Fe3Ag7,843.15
Fe3Au7,415.0
Fe3B,786.575
Fe3BO6,508.0
Fe3C,482.0
Fe3Co2,1230.575
Fe3Co2B2P,335.0
Fe3Co85Si5Ni2B3Mo2,638.0
Fe3Cu,250.0
Fe3Cu7,326.0
Fe3Ge,695.0
Fe3Ge2,457.0
Fe3GeTe2,203.0
Fe3N,575.0
Fe3N1.22,420.0
Fe3Ni2,641.575
Fe3Ni2RhO8,720.0
Fe3Ni7,673.15
Fe3Ni9P4,120.0
Fe3O4,856.325
Fe3OsN,739.15
Fe3P,704.0
Fe3P3PbO13,21.7333333333333
Fe3Pd,519.0
Fe3Pd47,173.0
Fe3PdN,600.0
Fe3Pt,415.0
Fe3RhN,505.0
Fe3S4,570.0
Fe3Se4,335.0
Fe3Si,811.575
Fe3Si0.2P0.8,695.0
Fe3Si0.5P0.5,697.0
Fe3Si0.8P0.2,750.0
Fe3Si2Ni77B18,19.5
Fe3SiNi37B9,82.78
Fe3Sn,743.0
Fe3Sn2,653.5
Fe3W3N,110.0
Fe4.35Co68.15Si12.5B15,599.65
Fe4.35Co68.15Si15B12.5,630.0
Fe4.4Co68.1Si12.5B15,568.15
Fe4.5Co0.5B2P1,563.0
Fe4.5Co0.5Si1B2,789.0
Fe4.5Co65.25Si12.25B15Mo3,448.0
Fe4.5Co66.25Si12.25B15Mo2,480.0
Fe4.5Co67.25Si12.25B15Mo1,553.0
Fe4.5Co68.25Si12.25B15,588.0
Fe4.5Co68Si12.5B15,616.15
Fe4.5Co70.5Si15B10,594.0
Fe4.7Co70.3Si10B15,708.0
Fe4.8Ge1Te2,285.0
Fe40BP19,291.0
Fe40Co53Ni7,1113.0
Fe40Si2Ni6B7,674.15
Fe40Si2NiB7,689.15
Fe40Si3B7,649.0
Fe41B14P4Pd41,563.15
Fe41B8P10Pd41,603.15
Fe41P18Pd41,599.15
Fe41Si6B8P4Pd41,667.15
Fe436.5Co6838.5Si12.25B15,730.0
Fe43Cu10Pt47,593.15
Fe44.8Cu5.2Pt50,576.75
Fe44Si19Ni37,550.0
Fe46Ni23(GeO50)2,810.0
Fe46Ni46BMo8,600.0
Fe46Ni4P25,342.0
Fe47.2Cu2.9Pt49.9,635.05
Fe47.4Si11Ni26.6B13C2,682.15
Fe47.5Cu5Pt47.5,753.15
Fe47.7Cu1.3Pt51,644.45
Fe47.8Rh52.2,320.0
Fe47Cu6Pt47,643.15
Fe47Mo53,20.0
Fe47Re53,23.0
Fe49.7Co21.3B29,935.0
Fe49.7Cu1Pt49.3,681.85
Fe49Mo51,21.5
Fe49Rh51,675.0
Fe4B,648.15
Fe4Co4Ni4B,673.15
Fe4Co5Ni,1083.0
Fe4Co66.5Si16B12Mo1.5,413.0
Fe4Co66Si15.5Ni0.5B13.5Mo0.5,491.0
Fe4Co66Si15NiB14,478.15
Fe4Co66Si16.5B11.5Mo2,523.15
Fe4Co67Si15(NiB6)2,545.15
Fe4Co68.5Si15B12.5,630.15
Fe4Co69Si12Ni(B6Mo)2,638.15
Fe4Co70Si15Ni2B9,436.15
Fe4Co8B3Pt5,860.0
Fe4CoB2P,498.0
Fe4CoSiB2,695.5
Fe4Ge21,350.0
Fe4GeTe2,266.0
Fe4N,761.15
Fe4Ni,885.15
Fe4Si,865.0
Fe5(BiO4)3,643.0
Fe50.3Cu2.7Pt47,680.25
Fe50.5Cu4.7Pt44.8,658.95
Fe50B2P23,450.0
Fe50BP24,350.0
Fe50Cu3Pt47,673.15
Fe50Ni30P13C7,588.0
Fe51.2Ni48.8,773.15
Fe51.5Rh48.5,750.0
Fe51.7Si33.3Ni15,450.0
Fe51Co49,1236.15
Fe52.2Cu4.8Pt43,669.75
Fe53Mo47,33.0
Fe54.6Co23.4Si1B3Mo1P10C7,783.0
Fe55Co25(B3P7)2,748.0
Fe55Pd,660.0
Fe56.7Cu2.6Pt40.7,670.85
Fe56.7Si33.3Ni10,470.0
Fe57Ni43,1000.0
Fe58Co14.5Si12.5B15,730.0
Fe59Si10Ni19B12,691.15
Fe5B2P,628.0
Fe5C2,520.0
Fe5Co27.4Si12.26Ni43.08B12.26,321.15
Fe5Co5Ni5B2MoP2,560.0
Fe5Co65Si16(B6Mo)2,232.9
Fe5CuO8,623.0
Fe5Ge3,485.0
Fe5Ni6SbO16,710.0
Fe5Pd8Pt7,270.0
Fe5Sb4,80.0
Fe5Si0.75Ge0.25B2,793.0
Fe5Si0.85Ge0.15B2,790.0
Fe5Si0.8Ge0.2B2,790.0
Fe5Si0.95Ge0.05B2,790.0
Fe5Si0.9Ge0.1B2,790.0
Fe5Si2Ni3,610.0
Fe5Si3,373.0
Fe5SiB2,784.0
Fe5SiC,780.0
Fe5Sn3,596.25
Fe60Ni20P13C7,613.0
Fe61Ni39,573.15
Fe61Pt39,570.0
Fe61Rh39,850.0
Fe61Sb50,4.2
Fe62.4Co15.6Si1B3Mo1P10C7,683.0
Fe62.4Si10Ni15.6B12,729.0
Fe62.4Si8Ni15.6B14,733.0
Fe625Co52Rh625,480.0
Fe625Cu52Rh625,486.0
Fe625Mo52Rh625,771.0
Fe625Ni52Rh625,426.0
Fe625Rh625W52,1051.0
Fe65Si0.55Ni34.45,450.0
Fe65Si1.28Ni33.72,430.0
Fe65Si2.5Ni32.5,380.0
Fe66.3Co11.7Si1B3Mo1P10C7,665.0
Fe66Pb100(W11O100)3,132.0
Fe67B33,370.0
Fe67Co33,1258.15
Fe68.1Ni31.9,433.0
Fe68Si2.5Cu0.6Ni12B4.9P12,642.0
Fe69.5Cu2Pd28.5,554.0
Fe69.5Ni30.5,408.15
Fe6Co6B3Pt5,760.0
Fe6Ni24Au0.7,200.0
Fe6Ni83.1Mo10.9,182.0
Fe7.14Co23.67Si12.26Ni43.08B13.85,360.65
Fe70Co4B4.4Mo4P13.2C4.4,233.0
Fe70Ni10P13C7,606.0
Fe71.5Co4Si3.3B5.5P8.7C7,647.0
Fe71.5Si3.3Ni4B5.5P8.7C7,632.0
Fe711Co79Cu(B3Mo2)4,410.0
Fe71Si2.5Cu0.6Ni9B4.9P12,636.0
Fe71Si3B13,736.15
Fe71Si3B7Mo5(PC)7,553.0
Fe72.5Co3Si3.3B5.5P8.7C7,647.0
Fe72.5Si3.3Ni3B5.5P8.7C7,634.0
Fe7200Co800P13C7,652.0
Fe72Co6Si4B9MoP8,839.0
Fe72Si3B7Mo4(PC)7,573.0
Fe73.2Co10Cu0.8B10C6,749.15
Fe73.2Pd26.8,553.0
Fe73.5Co2Si3.3B5.5P8.7C7,647.0
Fe73.5Cu1Si13.5B9Mo3,605.075
Fe73.5Si13.5Cu1B9Mo3,587.0
Fe73.5Si3.3Ni2B5.5P8.7C7,632.0
Fe7380Co820B3P8C7,614.0
Fe7380Co820P11C7,656.0
Fe7380Co820Si2B3P6C7,684.0
Fe73Si12(B2Pt)5,723.15
Fe73Si3B7Mo3(PC)7,583.0
Fe74.5Co1Si3.3B5.5P8.7C7,637.0
Fe74.5Si3.3Ni1B5.5P8.7C7,630.0
Fe74CuB17Mo8,340.0
Fe74Si2.5Cu0.6Ni6B4.9P12,623.0
Fe74Si3B13,728.15
Fe74Si3B7Mo2(PC)7,591.0
Fe75.2Co8Cu0.8B10C6,742.15
Fe75.5Si3.3B5.5P8.7C7,643.0
Fe75Cu(B2Mo)8,310.0
Fe75Si12B9C4,686.15
Fe75Si3B7Mo(PC)7,632.0
Fe75Si8Ni2B13C2,683.15
Fe76.2Si6Ni3.8B14,664.5
Fe7600Co400P13C7,625.0
Fe76Co76CuB15Mo8,600.0
Fe76CuB13Mo10,298.5
Fe76CuB15Mo8,311.5
Fe76CuSi7Ni4(B2P)4,624.65
Fe76Si3B7(PC)7,665.0
Fe76Si5.7B9.5P5C3.8,665.0
Fe76Si9(B2P)5,680.0
Fe76SiB5P11C8,593.0
Fe77.22Si9B13Mo0.78,665.0
Fe77.2Co6Cu0.8B10C6,726.15
Fe77.5Si7.5B15,573.0
Fe77CuSi7Ni3(B2P)4,624.65
Fe77Ni23,876.0
Fe77Si2.5Cu0.6Ni3B4.9P12,620.0
Fe77Si3B13,703.15
Fe78.5Si6Ni1B14Mo0.5,635.0
Fe78Co5Si2B11P3C,662.15
Fe78Co6Si2B13P,684.0
Fe78CuSi7Ni2(B2P)4,624.65
Fe78Si13B9,664.0
Fe78Si2Ni6B13P,627.0
Fe78Si9B13,1050.0
Fe78Si9NiB12,710.0
Fe78SiB3MoP10C7,585.0
Fe78SiB5Mo(P2C)5,589.0
Fe78SiB7MoP10C3,593.0
Fe78Sn5B17,671.525
Fe79.2Co4Cu0.8B10C6,648.15
Fe79Co79Cu(B3Mo2)4,808.0
Fe79Cu(B3Mo2)4,512.65
Fe79Cu(B4Mo)4,714.15
Fe79Cu(B7Mo3)2,726.15
Fe79Cu(B9Mo)2,725.15
Fe79Cu(BMo)10,756.15
Fe79CuSi7Ni(B2P)4,624.65
Fe79Si11B10,655.5
Fe79Si9Cu1B4.5P1.5,705.0
Fe7Ag3,843.15
Fe7C3,523.0
Fe7Co3,1248.15
Fe7Co3Pt10,820.0
Fe7Co69(Si7B5)2,660.15
Fe7Cu13,360.0
Fe7Ni3,368.5
Fe7Ni3P5,270.0
Fe7Pd3,743.075
Fe7Pt3,410.0
Fe7S8,593.0
Fe7Se8,292.575
Fe7Si20Pd73,28.0
Fe7Si2C,605.0
Fe80BP16C3,565.0
Fe80Co4Si2B13P,660.0
Fe80CuB12Mo7,265.0
Fe80CuSi7(B2P)4,624.65
Fe80Ge2P11C7,602.0
Fe80Ge4P9C7,614.0
Fe80P11C9,573.15
Fe80P12.5C7.5,586.0
Fe80P13C7,585.0
Fe80Si2.5Cu0.6B4.9P12,573.0
Fe80Si2.5Ge7.5B10,600.0
Fe80Si2Ni4B13P,621.0
Fe80Si3B13,661.15
Fe80Si7.5Ge2.5B10,600.0
Fe80Si9B11,663.0
Fe81Ni19,832.0
Fe81Si4(B2P)5,636.0
Fe81Si4(B6C)2,693.15
Fe82Co2Si2B13P,634.0
Fe82CuSi(B7C)2,615.0
Fe82CuSiB15C,620.0
Fe82Si2Ni2B13P,611.0
Fe82Si3B13,626.15
Fe83.2Cu0.8B10C6,600.15
Fe83.3Si4.2B12.5,1024.5
Fe83.3Si4Cu0.7B8P4,625.0
Fe83CuSiB14C,600.0
Fe83Si2B11P3C,597.15
Fe84.3Si4Cu0.7B8P3,1043.15
Fe84.75Si2Cu0.75B9P3C0.5,566.15
Fe84CuSiB13C,575.0
Fe84Si2B13P,599.0
Fe84Si3B13,583.15
Fe8Cu17,298.0
Fe8Cu6GeO20,700.0
Fe8GeB,600.0
Fe8N,811.5
Fe8Si2C,719.0
Fe8SiB,620.075
Fe948Co79Cu(B3Mo2)4,375.075
Fe97Co3,1079.0
Fe97Cu3P50,265.0
Fe9Au41,153.6
Fe9Co,1143.0
Fe9Co16,1212.15
Fe9Co7C4,673.0
Fe9NiP5,340.0
Fe9Pt11,473.15
Fe9S10,523.0
Fe9Te8,63.0
FeAg,220.0
FeAg2GeSe4,70.0
FeAu4,250.0
FeB,586.0
FeBO3,350.0
FeBP,533.15
FeBr2,14.2
FeCo,1253.0
FeCo(Cu3Ni)2,948.15
FeCo14Si2B3,693.15
FeCo2BO5,70.0
FeCo2Ge,1036.5
FeCo2Si,1026.5
FeCo2Sn,1000.0
FeCo3,156.0
FeCoAs,297.0
FeCoB,920.0
FeCoCuNi,900.0
FeCoGe,370.0
FeCoGeRu,833.0
FeCoNi,970.0
FeCoNiPd,955.0
FeCoNiPt,851.0
FeCoP,427.5
FeCoRhO4,355.0
FeCoSi,45.0
FeCoSiRu,867.0
FeCoSn,240.0
FeCu,1030.15
FeCu2GeSe4,8.0
FeCu2Ni,744.15
FeCu2O3F,658.0
FeCu3,220.0
FeCu3Ni,625.0
FeCuNiO4,840.0
FeCuPd6,250.0
FeCuSb,375.0
FeF2,363.0
FeF3,362.0
FeGe,280.0
FeGe24,350.0
FeGe4,350.0
FeGeRu2,366.5
FeH20C8NCl4,1.8
FeMo(PbO3)2,243.0
FeNi,803.15
FeNi19B5,116.0
FeNi3,892.325
FeNi36,503.15
FeNi4,857.5
FeNi40,603.15
FeNi99,644.15
FeNiAs,220.0
FeNiB3P7,268.0
FeNiGe,770.0
FeNiH14C8NO13,43.0
FeNiP,86.25
FeNiRhO4,540.0
FeP,215.0
FeP2H6NO8,17.82
FePRh,292.5
FePd,760.0
FePd2Pt,360.0
FePd3,536.5
FePd7Rh2,140.0
FePd8Rh,190.0
FePd9,246.0
FePt,750.0
FePt3,400.0
FeRh,617.5
FeSbPt,493.0
FeSbRh2,510.0
FeSe,417.5
FeSi,177.5
FeSiNi2,770.0
FeSiO3,37.0
FeSnRh2,583.0
FeSnRu2,573.0
FeTe2,878.0
GMFe54Ni46S,792.6
GRNiPtO,658.0
GY4Fe5IO12,560.0
Ga,0.0
Ga(FeO2)2,473.0
Ga0.108Ni0.892,318.0
Ga0.25Fe1Co2Si0.75,1019.0
Ga0.5Fe1Co2Ge0.5,1080.0
Ga0.5Fe1Co2Si0.5,1059.0
Ga0.6Fe1.4O3,285.0
Ga0.75Fe1Co2Si0.25,1075.0
Ga0.8Fe0.2Sb1,170.0
Ga0.8Fe1.2O3,290.0
Ga0.95Fe3Ag0.05C1,546.0
Ga0.95Fe3Cu0.05C1,546.0
Ga0.972Ni0.028Sb1,78.0
Ga0.981Ni0.019Sb1,78.0
Ga0.991Ni0.009Sb1,78.0
Ga0.995Ni0.005Sb1,78.0
Ga0.9Fe3.1N1,16.3
Ga0.9Fe3Cu0.1C1,546.0
Ga1.2Fe0.8Co1O4,210.0
Ga1.2Fe0.8O3,175.0
Ga1.32Fe1.68Ni1,837.0
Ga1.66Fe3.34Bi3O12,316.0
Ga12.8Fe87.2,1030.15
Ga125FeNi374,43.65
Ga13Fe10Co2Ni25,400.65
Ga13Fe10CoNi26,355.15
Ga13Fe10Ni27,320.15
Ga14(FeNi3)9,302.65
Ga14Co25Ni11,360.0
Ga14Fe9Co2Ni25,375.15
Ga14Fe9CoNi26,334.65
Ga16.8Fe82.2B1,923.15
Ga17.5Fe82.5,1005.15
Ga17Fe23O60,308.0
Ga17Fe83,973.0
Ga18.9Fe80.6B0.5,923.15
Ga19.5Fe80.5,1002.15
Ga19Fe81,987.975
Ga1Fe0.2Ni2.8Te2,10.5
Ga1Fe0.4Ni2.6Te2,21.0
Ga1Fe0.68Ni2.32,393.0
Ga1Fe0.6Ni2.4,369.0
Ga1Fe0.6Ni2.4Te2,32.0
Ga1Fe0.72Ni2.28,415.0
Ga1Fe0.76Ni2.24,444.0
Ga1Fe0.88Ni2.12,541.0
Ga1Fe2.5Co0.5C1,635.0
Ga1Fe2.7Co0.3C1,635.0
Ga1Fe2.9,720.0
Ga2.73Fe1Ge0.27,53.0
Ga22.5Fe77.5,991.15
Ga23(Fe9O25)3,308.25
Ga23Fe19(Ni27B2)2,256.0
Ga25FeNi74,85.0
Ga26Fe17Co2Ni55,338.0
Ga26Fe19Ni55,156.75
Ga26Fe55Co19,849.15
Ga27.2Fe18.6Co4.1Ni50.1,355.0
Ga27.5Fe72.5,960.15
Ga27Fe17(CoNi13)4,360.15
Ga27Fe17(CoNi27)2,360.15
Ga27Fe17Ni56,282.65
Ga27Fe18Co6Ni49,390.0
Ga27Fe18Ni55,285.0
Ga27Fe19(Co2Ni25)2,376.575
Ga27Fe19(CoNi26)2,349.65
Ga27Fe19.5Ni53.5,330.0
Ga27Fe19Ni54,309.5
Ga27Fe20Ni53,275.0
Ga27Fe22Ni51,247.5
Ga27Fe23Ni50,380.0
Ga29Fe(Co5Ni2)10,450.0
