composition,Tc_exp
Mn4Si7,47.0
Mn5.1Ge2.9,299.0
Mn50Al46Ni4,634.0
Mn50Al46Ti4,668.0
Mn50Bi50,717.0
Mn50Fe30Sn20,300.0
Mn50Fe35Sn15,300.0
Mn50Ni34Co6Sn10,400.0
Mn50Ni36Co4Sn10,395.0
Mn50Ni37.5Co2.5Sn10,364.0
Mn50Ni37Co3Sn10,378.0
Mn50Ni38Co2Sn10,340.0
Mn50Ni39Co1Sn10,317.0
Mn50Ni40In10,326.0
Mn50Ni40Sn10,278.0
Mn52.37Al45.66C1.97Ni1.61,521.15
Mn52.37Al45.75C1.87Ni2.14,527.15
Mn52.44Al45.88C1.67Ni4.27,541.15
Mn52.62Al45.54C1.84,535.15
Mn52.7Al44.9C2.4,573.15
Mn52Al44C3.38,537.0
Mn52Al46Ti2,668.0
Mn53.07Al44.81C2.13Ni6.68,579.15
Mn53.38Al45.14C1.48Ni0.69,543.15
Mn53Al45C1.72,540.0
Mn53Al45C2,533.0
Mn53Al45C2.39,540.0
Mn53Al45C2Ni0.6,536.15
Mn53Al46C1.04,576.0
Mn53Al46Ti1,638.15
Mn53Ga47,600.0
Mn53Ni25Ga22,564.1
Mn54.5Al45.5,644.0
Mn54.5Ga45.5,578.0
Mn54Al44C2,520.15
Mn54Al45Ti1,646.15
Mn54Al46,637.5
Mn54Al46C0,640.0
Mn54Al46C0.35,609.0
Mn54Al46C1,590.0
Mn54Al46C2,570.0
Mn54Al46C3,565.0
Mn54Al46C4,580.0
Mn54Al46C5,580.0
Mn55Al38.57Ga6.43,590.65
Mn55Al45,635.0
Mn55Al45C2,550.0
Mn55Bi40Ga5,658.0
Mn55Bi44Ga1,635.0
Mn55Bi45,640.0
Mn55Ga45,454.075
Mn56Al44,628.15
Mn56Bi44,635.6
Mn58Bi42,635.6
Mn5Ge1.5Si1.5,258.0
Mn5Ge1Si2,198.0
Mn5Ge2.3Si0.7,280.0
Mn5Ge2.5Si0.5,299.0
Mn5Ge2.7Sb0.3,312.0
Mn5Ge2.7Si0.3,300.0
Mn5Ge2.8Sb0.2,307.0
Mn5Ge2.9Ag0.1,301.5
Mn5Ge2.9Sb0.1,304.0
Mn5Ge2.9Si0.1,300.0
Mn5Ge2Si,283.0
Mn5Ge2Si1,283.0
Mn5Ge3,297.0
Mn5Ge3C0.75,445.0
Mn5Ge3Cx,460.0
Mn5Ge3CxOy,377.5
Mn5Ge3Oy,400.0
Mn5GeSi2,198.0
Mn5PB2,358.0
Mn5Si0.5P0.5B2,346.0
Mn5Si3,60.0
Mn5Si3C1,350.0
Mn5SiB2,423.5
Mn5Sn3,263.0
Mn60Bi40,635.6
Mn60Ga20C15B5,315.0
Mn60Ga20C16B4,315.0
Mn60Ga20C17B3,270.0
Mn60Ga20C18B2,270.0
Mn60Ga20C19B1,270.0
Mn60Ga20C20,257.0
Mn60Ga40,380.0
Mn63Bi37,635.6
Mn65Ga15Al20,680.0
Mn65Ga35,580.5
Mn68Si25B7,300.0
Mn7Sn3Ge,195.0
Mn7Sn4,260.0
Mn8Ga5,147.0
MnAl,650.0
MnAl0.1Cr0.1Fe1.8O4,570.0
MnAl0.2Cr0.2Fe1.6O4,550.0
MnAl0.3Cr0.3Fe1.4O4,520.0
MnAl0.4Cr0.4Fe1.2O4,475.0
MnAl0.5Cr0.5Fe1.0O4,388.0
MnAl0.6Cr0.6Fe0.8O4,266.0
MnAl0.7Cr0.7Fe0.6O4,143.0
MnAlGe,511.5
MnAs,317.0
MnAs/GaAs (0.5 nm/0.5 nm),273.0
MnAs/GaAs (10 nm/10 nm),273.0
MnAs/GaAs (2 nm/2 nm),273.0
MnAs/GaAs (5 nm/5 nm),273.0
MnAs/GaAs(001),318.15
MnAs/GaAs(111),353.15
MnAs0.75Sb0.25,262.7
MnAs0.7Sb0.3,236.05
MnAs0.85Sb0.15,282.5
MnAs0.8Sb0.2,275.9
MnAs0.95P0.05,240.0
MnAs0.95Sb0.05,300.5
MnAs0.97P0.03,280.0
MnAs0.97Si0.03,270.0
MnAs0.98P0.02,310.0
MnAs0.9Sb0.1,284.0
MnAsC0.015,280.0
MnAsC0.03,277.0
MnAsC0.05,256.0
MnB,575.0
MnBi,630.5
MnBr2·2D2O,2.0
MnBr2·2H2O,5.91
MnBr2·D2O,2.5
MnBr2·H2O,2.65
MnCl2-GIC (Stage 2),1.2
MnCo0.5Fe0.5Si,296.0
MnCo0.6Fe0.4Si,284.0
MnCo0.70V0.30Ge,148.0
MnCo0.7Fe0.3Si,307.0
MnCo0.85Fe0.15Si,347.0
MnCo0.8Fe0.2Ge,272.0
MnCo0.8Fe0.2Ge0.4Si0.6,305.0
MnCo0.8Fe0.2Ge0.6Si0.4,278.0
MnCo0.8Fe0.2Ge0.7Si0.3,278.0
MnCo0.8Fe0.2Ge0.8Si0.2,273.0
MnCo0.8Fe0.2Si,327.0
MnCo0.94Fe0.06Ge,279.0
MnCo0.95Ge1.14,331.0
MnCo0.97Fe0.03Ge,275.0
MnCo0.9Fe0.1Si,361.0
MnCo2O4,178.9
MnCoAs,350.0
MnCoGe,345.0
MnCoGe0.5Si0.5,374.0
MnCoGe0.7Si0.3,365.0
MnCoGe0.93Ga0.07,272.0
MnCoGe0.95Ga0.05,350.0
MnCoGe0.95In0.05,345.0
MnCoGe0.96Ga0.04,350.0
MnCoGe0.975Ga0.025,350.0
MnCoGe0.9Si0.1,350.0
MnCoGe1.017,342.0
MnCoGe1.02,272.0
MnCoNiSn,600.0
MnCoP,576.5
MnCoVGa,122.0
MnCr2O4,42.725
MnCr2S4,64.75
MnCu4In,540.0
MnF2,135.0
"MnFe(P,As)",297.0
MnFe0.15Co0.85Ge,306.0
MnFe0.1Co0.9Ge,340.0
MnFe0.20Co0.65Ni0.15P,453.0
MnFe0.20Sb,323.0
MnFe0.25Sb,241.0
MnFe0.2Co0.8Ge,289.0
MnFe0.35Co0.50Ni0.15P,400.0
MnFe0.35Co0.65P,553.0
MnFe0.3Co0.7Ge,249.0
MnFe0.4Co0.6Ge,242.0
MnFe0.5Co0.5Ge,228.0
MnFe0.6Co0.4Ge,223.0
MnFe0.6Ni0.4Si0.5Ge0.5,201.0
MnFe0.79Ni0.16P0.50Si0.50,220.0
MnFe0.7Co0.3Ge,220.0
MnFe0.89Ni0.06P0.50Si0.50,276.7
MnFe0.8Co0.2Ge,209.0
MnFe0.91Ni0.04P0.45Si0.55,304.0
MnFe0.93Ni0.02P0.55Si0.45,318.0
MnFe0.95Ni0.01P0.50Si0.50,307.8
MnFe0.95P0.575Si0.36B0.065,287.55
MnFe0.95P0.585Si0.34B0.075,284.0
MnFe0.9Co0.1Ge,173.0
MnFe2O4,576.0
MnFe4Si3,302.0
MnFeAs,190.0
MnFeGe,193.5
MnFeNiSn,376.0
MnFeP0.33Si0.67,225.0
MnFeP0.36Si0.64,240.0
MnFeP0.40Si0.60,260.0
MnFeP0.45As0.55,306.0
MnFeP0.45Si0.55,280.0
MnFeP0.47As0.53,293.0
MnFeP0.50Si0.50,300.0
MnFeP0.55As0.45,332.0
MnFeP0.55Si0.45,320.0
MnFeP0.56Si0.33Ge0.11,260.0
MnFeP0.58Si0.42,340.0
MnFeP0.59Si0.30Ge0.11,288.0
MnFeP0.5As0.5,275.0
MnFeP0.5Ge0.05Si0.45,300.0
MnFeP0.5Ge0.1Si0.4,343.0
MnFeP0.5Ge0.2Si0.3,478.0
MnFeP0.5Ge0.3Si0.2,523.0
MnFeP0.5Ge0.4Si0.1,548.0
MnFeP0.5Ge0.5,570.0
MnFeP0.63Si0.26Ge0.11,305.0
MnFeP0.67Si0.22Ge0.11,283.0
MnFeP0.71Si0.18Ge0.11,278.0
MnFeP0.75As0.25,168.0
MnFeP0.75Si0.14Ge0.11,252.0
MnFeP0.7Ge0.3,360.0
MnFeP0.8Ge0.2,250.0
MnGa,400.0
MnGaAs,400.0
MnGe,170.0
MnGe(As0.14P0.86)2,653.15
MnGe(As0.25P0.75)2,653.15
MnGe(As0.8P0.2)2,653.15
MnGe2,62.0
MnGe4,330.0
MnGeAs2,340.0
MnGeP2,320.0
MnNa0.7O2,60.0
MnNb3S6,48.0
MnNb4S8,100.0
MnNi,240.0
MnNi0.8Fe0.2Ge1.01,213.0
MnNi0.90Fe0.10Ge,218.0
MnNi0.9Cu1.1Sb,705.0
MnNi1.1Cu0.9Sb,670.0
MnNi2Sn,347.5
MnNi3,750.0
MnNiCuSb,690.0
MnNiGa,347.0
MnNiSb,730.0
MnNiSi,622.0
MnO3V,65.0
MnO4V2,56.5
MnP,291.0
MnPRh,401.0
MnPS3,38.75
MnPZr,370.0
MnPbRh2,336.5
MnPd2Sb,247.0
MnPd2Sn,189.5
MnPdSb,500.0
MnPt3,493.0
MnPtSb,583.5
MnPtSn,353.0
MnRh0.1Co0.9As,200.0
MnRh0.2Co0.8As,200.0
MnRh0.35Co0.65As,200.0
MnRh0.3Co0.7As,200.0
MnRh0.45Co0.55As,200.0
MnRh0.4Co0.6As,200.0
MnRh0.55Co0.45As,200.0
MnRh0.5Co0.5As,200.0
MnRh0.6Co0.4As,200.0
MnRh0.7Co0.3As,200.0
MnRh0.8Co0.2As,200.0
MnRh2Sb,319.5
MnRh2Sn,412.0
MnRhAs,200.0
MnRhP,400.5
MnRhSb,320.0
MnRuAs,521.0
MnRuP,269.0
MnS8Ta4,75.0
MnSb,580.0
MnSex,273.0
MnSi,29.5
MnSi0.90Ge0.10,29.0
MnSi0.95Ge0.05,29.0
MnSi0.98Ge0.02,29.0
MnSiTe3,82.0
MnSix,40.0
MnTe,260.0
MnV1.95Al0.05O4,60.55
MnV2O4,57.0
MnZn ferrite,447.0
MnZn3,325.0
MnZnSb,317.0
Mn₂CoAl,720.0
Mo1,0.0
Mo16N7,175.0
N(C2H5)4FeCl4,1.8
N-doped TiO2-x,273.0
N1,0.0
N1Np1,84.5
N3U2,210.5
N4Th3,362.0
N:Fe3O4,860.0
NFO (NiFe2O4),858.0
NH4FePO4·H2O,25.0
Na-doped CoPc,273.0
Na0.75CoO2,22.0
Na1,0.0
Na2Ni2Fe(PO4)3,46.0
Na2NiFeF7,87.0
NaFe4Sb12,85.0
NaO6RuSr3,70.0
NaV1.94Ti0.06O5,30.0
NaV6O11,64.2
Nb0.95Fe2.05,80.0
Nb0.975Fe2.025,63.0
Nb0.97Fe2.03,80.0
Nb1,0.0
NbCo2,300.0
NbS3U,107.0
NbSb5U3,107.0
NbVTiAl,800.0
Ni,628.5
Ni (NP1),622.4
Ni (NP2),616.6
Ni(Cr0.85Al0.15)2O4,45.0
Ni(Cr0.9Al0.1)2O4,65.0
Ni(Hf),631.0
Ni(N(CN)2)2,21.0
Ni(OH)2,9.75
Ni(cryst.),630.0
Ni-20at.%Mn,809.0
Ni-24%Fe-11%W,623.15
Ni-3.6%P,619.15
Ni-Cr-Fe (A4K),673.0
Ni-Cr-Fe (Amumetal),673.0
Ni-TiO2,760.0
Ni-ZnO,516.0
Ni-doped 3C-SiC,520.0
Ni/Au/Ni,183.94
Ni/Cu/Ni/Cu(100),472.0
Ni0.05Zn0.95O,300.0
Ni0.09%:TiO2,300.0
Ni0.1Co0.9Fe2O4,525.0
Ni0.1Mn0.3Zn0.6Fe2O4,643.15
Ni0.1Zn0.45Co0.45Fe2O4,190.0
Ni0.1Zn0.9O,300.0
Ni0.20Cu0.20Zn0.60Fe2O4,385.15
Ni0.20Cu0.20Zn0.62Fe1.98O3.99,385.15
Ni0.20Cu0.20Zn0.66Fe1.94O3.97,343.15
Ni0.245Zn0.755Fe2O4,283.15
Ni0.245Zn0.755Fe2O4 with 0.3 wt% CaO,278.15
Ni0.245Zn0.755Fe2O4 with 0.3 wt% ZrO2,278.15
Ni0.25%:TiO2,300.0
Ni0.25Co0.75Cr2O4,76.8
Ni0.25Zn0.2Cu0.55Fe2O4,750.0
Ni0.25Zn0.75Fe2O4,345.5
Ni0.2Cd0.8Fe2O4,172.0
Ni0.2Co0.8Fe2O4,813.0
Ni0.2Cu0.2Zn0.6Fe2O3,388.15
Ni0.2Cu0.2Zn0.6Fe2O4 + Ba2Co2Fe12O22 (Sample 5),403.15
Ni0.2Mg0.8Fe2O4,683.15
Ni0.2Mn0.2Zn0.6Fe2O4,688.15
Ni0.2Zn0.2Cu0.6Fe2O4,750.0
Ni0.2Zn0.45Co0.35Fe2O4,195.0
Ni0.2Zn0.4Mn0.4Fe2O4,644.15
Ni0.2Zn0.6Mn0.2Fe2O4,563.15
Ni0.2Zn0.8Fe2O4,318.0
Ni0.2Zn0.8O,300.0
Ni0.35Zn0.2Cu0.45Fe2O4,750.0
Ni0.35Zn0.65Fe2O4,430.0
Ni0.36Zn0.64Fe2O4,425.0
Ni0.37Cu0.14Zn0.52Fe2O4,504.85
Ni0.37Zn0.63Fe2O4,398.15
Ni0.38Zn0.2Cu0.42Fe2O4,750.0
Ni0.3Cd0.7Fe2O4,272.0
Ni0.3Mn0.1Zn0.6Fe2O4,730.15
Ni0.3Zn0.2Cu0.5Fe2O4,750.0
Ni0.3Zn0.45Co0.25Fe2O4,205.0
Ni0.3Zn0.7Fe2O4,460.0
Ni0.3Zn0.7Fe2O4 with Be substitution (x=0.25),541.0
Ni0.3Zn0.7Fe2O4 with Cu substitution (x=0.25),473.0
Ni0.45Pt0.55,41.2
Ni0.4Cd0.3Zn0.3Fe2O4,527.5
Ni0.4Cd0.6Fe2O4,372.0
Ni0.4Co0.6Fe2O4,833.0
Ni0.4Mg0.6Fe2O4,718.15
Ni0.4Mn0.0Zn0.6Fe2O4,763.15
Ni0.4Zn0.2Mn0.4Fe2O4,510.65
Ni0.4Zn0.45Co0.15Fe2O4,220.0
Ni0.4Zn0.4Mn0.2Fe2O4,576.15
Ni0.4Zn0.6Fe2O4,443.075
Ni0.50Mn0.30Al0.20,360.0
Ni0.50Mn0.30Ga0.20,380.0
Ni0.52Zn0.4Cu0.1Fe1.98O4,605.15
Ni0.53Cu0.12Zn0.35Fe1.88O4,518.15
Ni0.55Zn0.2Cu0.25Fe2O4,750.0
Ni0.55Zn0.45Fe2O4,230.0
Ni0.5Cd0.5Fe2O4,475.0
Ni0.5Co0.5Cr2O4,56.2
Ni0.5Co1.5MnSb,538.3
Ni0.5Cu0.05Mg0.09Zn0.36Fe2O4,653.15
Ni0.5Cu0.05Mg0.18Zn0.27Fe2O4,677.15
Ni0.5Cu0.05Mg0.27Zn0.18Fe2O4,711.15
Ni0.5Cu0.05Mg0.36Zn0.09Fe2O4,774.15
Ni0.5Cu0.05Mg0.45Zn0Fe2O4,787.15
Ni0.5Cu0.25Zn0.25Fe2O4,735.0
Ni0.5Cu0.2Zn0.3Fe2O4,653.15
Ni0.5Cu0.5Fe2O4,813.15
Ni0.5Mg0.5Fe2O4,778.15
Ni0.5Pd0.5,12.5
Ni0.5Pt0.5,140.0
Ni0.5Rh0.5,87.5
Ni0.5Zn0.5Al0.0Fe2.0O4,674.0
Ni0.5Zn0.5Al0.2Fe1.8O4,661.0
Ni0.5Zn0.5Al0.4Fe1.6O4,657.0
Ni0.5Zn0.5Al0.6Fe1.4O4,653.0
Ni0.5Zn0.5Al0.8Fe1.2O4,650.0
Ni0.5Zn0.5Al1.0Fe1.0O4,648.0
Ni0.5Zn0.5Al1.2Fe0.8O4,647.0
Ni0.5Zn0.5Al1.4Fe0.6O4,643.0
Ni0.5Zn0.5Al1.6Fe0.4O4,641.0
Ni0.5Zn0.5Al1.8Fe0.2O4,638.0
Ni0.5Zn0.5Al2.0Fe0.0O4,635.0
Ni0.5Zn0.5Fe1.2O2.8,232.0
Ni0.5Zn0.5Fe1.6O3.4,217.0
Ni0.5Zn0.5Fe2O4,550.0
Ni0.61Cu0.39,295.0
Ni0.64Zn0.36Fe2O4,365.0
Ni0.65Zn0.2Cu0.15Fe2O4,750.0
Ni0.67Mn0.33(OH)2(CO3)0.165·nH2O,34.7
Ni0.68Cu0.32,273.0
Ni0.6Cd0.4Fe2O4,563.0
Ni0.6Co0.4Fe2O4,843.0
Ni0.6Mg0.4Fe2O4,808.15
Ni0.6Zn0.2Mn0.2Fe2O4,693.15
Ni0.6Zn0.4Fe2O4,624.575
Ni0.719Cu0.281,325.0
Ni0.722Cu0.278,318.0
Ni0.725Cu0.275,318.15
Ni0.752Al0.248,50.2
Ni0.755Al0.245,48.0
Ni0.75Cu0.25,400.0
Ni0.75Mn0.25(OH)2(CO3)0.125·nH2O,30.8
Ni0.75Zn0.25Fe2O4,351.0
Ni0.75Zn0.2Cu0.05Fe2O4,750.0
Ni0.771Al0.229,168.5
Ni0.7Cd0.3Fe2O4,643.0
Ni0.7Cu0.3Fe2O4,843.15
Ni0.7Zn0.3Fe1.4Al0.6O4,561.0
Ni0.7Zn0.3Fe1.5Al0.5O4,590.0
Ni0.7Zn0.3Fe1.6Al0.4O4,606.0
Ni0.7Zn0.3Fe1.7Al0.3O4,626.0
Ni0.7Zn0.3Fe1.8Al0.2O4,651.0
Ni0.7Zn0.3Fe1.9Al0.1O4,667.0
Ni0.7Zn0.3Fe2O4,608.15
Ni0.8046Cu0.1954,415.0
Ni0.80Mn0.20,344.0
Ni0.83Co0.17,842.0
Ni0.83Co0.9Fe0.08,858.0
Ni0.83Fe0.17,828.0
Ni0.85Fe0.15,804.0
Ni0.85Mg0.15Cr2O4,76.0
Ni0.86%:TiO2,300.0
Ni0.86Ge0.14,474.0
Ni0.8775V0.1225,2.9
Ni0.88Cu0.12,485.0
Ni0.892Ga0.108,318.0
Ni0.895Cr0.105MnGe1.05,192.0
Ni0.89V0.11,14.0
Ni0.8Cd0.2Fe2O4,733.0
Ni0.8Co0.2Fe2O4,853.0
Ni0.8Fe0.2,863.15
Ni0.8K0.2Fe2O4,798.0
Ni0.8Mg0.2Fe2O4,823.15
Ni0.8Mn0.2(OH)2(CO3)0.1·nH2O,26.0
Ni0.8Mn0.2Cr0.5Fe1.5O4,705.15
Ni0.8Ru0.2,512.0
Ni0.8Zn0.2Fe2O4,758.15
Ni0.9039Cu0.0961,522.0
Ni0.90Mg0.10Cr2O4,42.0
Ni0.91Ge0.09,500.0
Ni0.92Sb0.08,620.0
Ni0.9385V0.0615,318.0
Ni0.93Co0.02Mn0.05Fe1.95O4,783.15
Ni0.948Mo0.052,318.0
Ni0.94Co0.03Mn0.04Cu0.03Fe1.96O4,770.0
Ni0.95Fe0.05O,300.0
Ni0.95Ge0.05,600.0
Ni0.95Mg0.05Cr2O4,57.0
Ni0.98Fe0.02O,300.0
Ni0.98Mn0.02O,653.0
Ni0.99Fe0.01O,300.0
Ni0.9Cd0.1Fe2O4,823.0
Ni0.9Co0.1,760.0
Ni0.9Cu0.1Fe2O4,863.15
Ni0.9Fe0.1,760.0
Ni0.9Ti0.1,553.0
Ni1-xCux,636.0
Ni1.02Mn1.97Sn,550.0
Ni1.19Mn1.80Sn,480.0
Ni1.1Mn1.9Sn,80.0
Ni1.2Mn1.8Sn,80.0
Ni1.35Mn1.65Sn,80.0
Ni1.40Mn1.60Sn,434.0
Ni1.48%:TiO2,300.0
Ni1.48Mn1.48Sn,405.0
Ni1.5Mn1.5BO5,85.0
Ni1.5Mn1.5Sn,80.0
Ni1.60Mn1.40Sn,385.0
Ni1.6MnSb,732.0
Ni1.7Co0.3Mn1.22Al0.78,351.0
Ni1.7Co0.3Mn1.24Al0.76,354.0
Ni1.7Co0.3Mn1.26Al0.74,358.0
Ni1.7Co0.3Mn1.3Al0.7,352.0
Ni1.7Mn1.3Sn,80.0
Ni1.7Mn1.7Ga0.6,165.0
Ni1.80%:TiO2,300.0
Ni1.80Mn1.20Sn,358.0
Ni1.89Mn1.62Sn0.49,300.0
Ni1.8Mn1.2Sn,370.0
Ni1.90Mn1.10Sn,357.0
Ni1.91Mn0.94Ge1.15,315.0
Ni1.92Mn1.56Sn0.52,298.75
Ni1.95Mn1.19Ga0.86,387.0
Ni1.95Mn1.42Ga0.63,310.0
Ni1.96Mn1.04Sn,357.0
Ni1.98Co0.12Mn0.9Ga,286.5
Ni1.9Co0.2Mn0.9Ga,309.0
Ni113Pt137,55.0
Ni12.5Co37.5Mn25V25,350.0
Ni12Pt13,74.0
Ni1O4Rh2,360.0
Ni2+xMn1-xGa (x=0.19),325.0
Ni2.00Mn1.16Ga0.84,369.0
Ni2.01Mn1.42Sn0.57,327.0
Ni2.01Mn1.58Sn0.41,290.0
Ni2.048Mn1.312In0.64,310.0
Ni2.06Co0.04Mn0.9Ga,275.0
Ni2.07Co0.09Mn0.84Ga,367.0
Ni2.08Mn0.92Ga,357.0
Ni2.0MnSb,368.0
Ni2.10Mn1.37Sn0.53,294.0
Ni2.12Fe0.88Ga,541.0
Ni2.14Mn0.55Sb1.31,290.0
Ni2.14Mn0.86Ga,335.0
Ni2.15Mn0.81Fe0.04Ga,375.0
Ni2.16Fe0.04Mn0.80Ga,340.0
Ni2.16Mn0.84Ga,340.0
Ni2.1Mn0.9Ga,273.0
Ni2.1Mn0.9Ge,283.0
Ni2.24Fe0.76Ga,444.0
Ni2.28Fe0.72Ga,415.0
Ni2.2Mn0.8Ge,151.0
Ni2.32Fe0.68Ga,393.0
Ni2.40Fe0.60Ga,369.0
Ni2.44Mn0.48Ga1.08,307.0
Ni2.4Fe0.6GaTe2,32.0
Ni2.64Fe0.36Al,302.2
Ni2.6Fe0.4GaTe2,21.0
Ni2.82Fe0.18Al,198.12
Ni2.8Fe0.2GaTe2,10.5
Ni20Co20Fe20Cr20Ga20,649.0
Ni20Co50Al30,1002.15
Ni20Co60Al20,991.15
Ni20Co70Al10,1072.15
Ni20Mn40Ga40,348.0
Ni21.0Mn57.2Ga21.8,332.5
Ni21.0Mn57.2Ga21.8/Al,333.5
Ni2FeGa,430.0
Ni2FeGaTe2,75.0
Ni2FeSi,770.0
Ni2Mn(Ga0.5Al0.5),380.0
Ni2Mn(Ga0.68Al0.32),351.0
Ni2Mn(Ga0.84Al0.16),360.0
Ni2Mn(Ga1.0Al0.0),361.0
Ni2Mn0.3Fe0.7Ga,436.0
Ni2Mn0.5Fe0.5Ga,434.0
Ni2Mn0.675Cu0.25Ga,321.5
Ni2Mn0.705Cu0.25Ga,321.5
Ni2Mn0.7425Cu0.25Ga,321.5
Ni2Mn0.75Cu0.25Ga,314.75
Ni2Mn0.75Cu0.25Ga0.84Al0.16,296.0
Ni2Mn0.7Fe0.3Ga,434.0
Ni2Mn1+uSb1-u,350.0
Ni2Mn1+vIn1-v,324.0
Ni2Mn1.32In0.68,317.0
Ni2Mn1.36In0.64,317.0
Ni2Mn1.36Sn0.28Al0.36,332.0
Ni2Mn1.36Sn0.32Al0.32,330.0
Ni2Mn1.36Sn0.32Ga0.32,330.0
Ni2Mn1.36Sn0.36Al0.28,324.0
Ni2Mn1.36Sn0.36Ga0.28,330.0
Ni2Mn1.36Sn0.40Al0.24,326.0
Ni2Mn1.36Sn0.40Ga0.24,330.0
Ni2Mn1.39Cu0.05Sn0.56,313.0
Ni2Mn1.415Cu0.025Sn0.56,317.0
Ni2Mn1.48Sn0.52,310.0
Ni2Mn1.4Ga0.6,165.0
Ni2Mn1.4Sn0.6,318.0
Ni2MnAl,350.0
Ni2MnBO5,81.5
Ni2MnGa,369.0
Ni2MnGa (f_NMG = 0.4),300.0
Ni2MnGa (f_NMG = 0.5),300.0
Ni2MnGa0.2Ge0.8,338.0
Ni2MnGa0.675Fe0.325,424.1
Ni2MnGa0.6Ge0.4,367.0
Ni2MnGa0.75Ge0.25,379.0
Ni2MnGa0.851In0.149,355.8
Ni2MnGa0.872In0.128,362.1
Ni2MnGa0.88Cu0.12,340.0
Ni2MnGa0.95Fe0.05,377.0
Ni2MnGa0.95In0.05,375.15
Ni2MnGa0.98In0.02,376.0
Ni2MnGe,300.0
Ni2MnIn,272.5
Ni2MnSb,350.0
Ni2MnSn,340.0
Ni2Np,32.0
Ni2PuSi2,42.0
Ni2U,22.5
Ni3.34P6U3,139.0
Ni30Co40Al30,1014.15
Ni30Co50Al20,997.15
Ni30Co60Al10,1012.15
Ni32Co39Al29,300.0
Ni33Co38Al29,300.0
Ni33Mn33Ga33,348.0
Ni34.2Mn47.8Sn7.7Co7.1Fe3.2,340.0
Ni34Co37Al29,300.0
Ni35.2Mn48.2Sn7.5Co6.5Fe2.8,340.0
Ni35.5Co14.5Mn35Ti15,367.0
Ni35Co36Al29,300.0
Ni35Fe65,513.15
Ni35Mn50In15,333.0
Ni36Co35Al29,300.0
Ni37Co11Mn42.5Sn9.5,478.0
Ni37Co11Mn43Sn9,477.0
Ni39.3Co16.1Mn32.1Ti12.5,225.0
Ni39Co49Al12,1028.15
Ni3Al,41.5
Ni3AlC,140.0
Ni3B7O13Br,30.0
Ni3Fe,874.65
Ni3Mn,776.0
Ni3Pt,306.575
Ni3Si,235.0
Ni3[Fe(CN)6]2·6.6H2O,11.2
Ni3[Fe(CN)6]2·7H2O,16.3
Ni4.962Al3.038/NiO,140.0
Ni40.5Co14.1Mn31.6Ti13.8,342.0
Ni40.5Co9.5Mn34Al16,346.0
Ni40.7Mn42.9Sn10.4Co6.0,398.0
Ni40Co10Mn33Al17,330.0
Ni40Co10Mn34Al16,418.0
Ni40Co10Mn41Sn9,440.0
Ni40Co30Al30,968.15
Ni40Co40Al20,992.15
Ni40Co50Al10,994.15
Ni40Cu57Co3,60.0
Ni40Fe40(Si+B)19Mo1-2,533.15
Ni40Fe60,732.15
Ni41.5Co8.5Mn32Al18,391.0
Ni41.5Co8.5Mn34Al16,390.0
Ni41.5Ti0.5Co9Mn39Sn10,306.0
Ni41.5Ti0.5Co9Mn39Sn10 (annealed),306.0
Ni41Co9Mn32.5Al17.5,397.0
Ni41Co9Mn32Al18,387.0
Ni41Co9Mn32Ga18,257.0
Ni41Co9Mn33Al17,382.0
Ni41Co9Mn34Al16,380.0
Ni41Ti2Mn46Sn11,258.0
Ni42.5Co7.5Mn34Al16,384.0
Ni42.5Ti0.5Mn46Sn11,280.0
Ni42.9Co7.0Mn31.3Ga18.7,449.0
Ni42.9Co7.5Mn31.4Ga18.2,453.0
Ni429Pt571,14.0
Ni42Co8Mn30Al20,338.0
Ni42Co8Mn33Al17,334.0
Ni42Co8Mn34Al16,368.0
Ni42Co8Mn37.7In12.3,426.0
Ni42Co8Mn39Sn11,403.0
Ni42Ti1Mn46Sn11,272.0
Ni43.5Co6.5Mn30Al20,321.0
Ni43Co6.5Mn39Sn11.5,394.0
Ni43Co7Mn31Ga19,323.0
Ni43Co7Mn32Ga18,295.0
Ni43Co7Mn33Al17,330.0
Ni43Co7Mn34Al16,386.0
Ni43Co7Mn39Sn11,404.0
Ni43Mn35Ga22,373.0
Ni43Mn37.9In12.1Co7,430.0
Ni43Mn41Co5Sn11,383.0
Ni43Mn43Co3Sn11,346.0
Ni43Mn46Sn10.5Al0.5,280.0
Ni43Mn46Sn10Al1,290.0
Ni43Mn46Sn11,279.5
Ni43Mn46Sn8Cr3,301.8
Ni43Mn46Sn8In3,296.8
Ni43Mn46Sn9Ge2,252.0
Ni43Pt57,23.0
Ni44.0Mn43.5Sn10.5Al2.0,283.0
Ni44.0Mn43.5Sn11.5Al1.0,283.0
Ni44.0Mn43.5Sn9.5Al3.0,283.0
Ni44.7Mn31.7Ga18.7Co4.9,423.15
Ni44.8Co4.8Mn32.1Ga18.3,415.0
Ni44Co6Mn33Al17,321.0
Ni44Co6Mn34Al16,388.0
Ni44Co6Mn37In13,419.5
Ni45.0Mn31.0Ga19.2Co4.8,423.15
Ni45.5Co4.8Mn30.1Ga19.6,420.0
Ni45.7Co4.8Mn35.6In13.8,370.0
Ni45.8Fe4.2Mn38Sn12,306.0
Ni45Co5Mn21Fe4Ga20Cu5,458.0
Ni45Co5Mn22.7Fe2.5Ga20Cu5,397.0
